schoolID,Round32,Sweet16,Elite8,Final4,Final,Champion,Round32TotalPred,Sweet16TotalPred,Elite8TotalPred,Final4TotalPred,FinalTotalPred,ChampionTotalPred,offanddef_round32pred,offanddef_sweet16pred,offanddef_elite8pred,offanddef_final4pred,offanddef_finalpred,offanddef_championpred
Texas2012,0,0,0,0,0,0,1.528597044,0.685733203,0.206421768,0.15018376,7.69E-04,0.027057279,1.20578348,0.692146268,0.298669161,0.15018376,0.045467262,0.05738278
Texas2014,1,0,0,0,0,0,2.302205583,0.640031932,0.369245579,0.341721462,0.067400352,0.091016224,1.449862652,0.673162317,0.397057408,0.127274464,0.04388236,0.056685655
Texas2015,0,0,0,0,0,0,2.109107538,1.221373019,0.545419083,0.349657216,0.182079459,0.113652643,1.322289351,0.911651711,0.434944191,0.242272912,0.109736042,0.06525701
Texas2016,0,0,0,0,0,0,0.020368077,-0.351254059,-0.257234628,-0.14156037,-0.061761597,-0.005189795,0.020368077,-0.183151244,-0.160400883,-0.14156037,-0.061761597,-0.005189795
Texas2018,0,0,0,0,0,0,1.515912034,0.69221001,0.509963057,0.30164532,0.118828308,0.1336266,0.920421956,0.466031505,0.24130248,0.087519934,0.037687909,0.040454725
Troy2017,0,0,0,0,0,0,1.359116608,0.769721003,0.475346199,0.311044885,0.150552302,0.074179909,0.960348712,0.677770299,0.373513555,0.203982192,0.109982103,0.027593972
Tulsa2014,0,0,0,0,0,0,1.35558941,0.848209889,0.269446889,0.072800727,0.077618388,0.042464849,1.002273861,0.573261227,0.223473605,0.072800727,0.077618388,0.042464849
Tulsa2016,0,0,0,0,0,0,0.897318892,0.434439569,-0.033919362,0.030265154,0.078396932,-0.003911491,0.522307035,0.335372721,0.021647248,-0.011738652,0.046104993,-0.003911491
UAB2011,0,0,0,0,0,0,1.216334903,0.453234641,0.16770497,0.143516083,0.047673736,0.053639536,0.763510351,0.333841083,0.1100486,0.004907244,8.21E-04,0.022363693
UAB2015,1,0,0,0,0,0,1.13087471,0.427151136,0.162534999,0.075301137,0.040124145,0.050620437,0.843025076,0.409507387,0.104778633,0.040564151,0.040124145,0.050620437
UC Davis2017,0,0,0,0,0,0,0.797890382,0.716396756,0.238872656,0.180149477,0.091727195,0.042103401,0.632747453,0.46254048,0.142138908,0.034273818,0.01258256,0.010827558
UC Irvine2015,0,0,0,0,0,0,0.324241963,-0.327538978,-0.388068371,-0.153372757,-0.047717355,-0.04440944,0.323242919,-0.162077562,-0.240254368,-0.153372757,-0.003019542,-0.014083939
UC Irvine2019,1,0,0,0,0,0,0.956600671,0.400333231,0.05982089,0.071563726,0.143485712,0.031489396,0.838360411,0.458914065,0.16851871,0.071563726,0.060638491,0.031489396
UC Santa Barbara2010,0,0,0,0,0,0,0.155850869,-0.19419771,-0.223416533,0.011953969,0.103649006,0.037096148,0.099800817,-0.084953106,-0.196536687,-0.095430335,0.031305588,-0.011299485
UC Santa Barbara2011,0,0,0,0,0,0,0.397642618,0.163034208,-0.050056028,0.092869552,0.113245481,0.050635131,0.397826105,0.163114418,-0.01842525,-0.014514753,0.040902064,0.002239498
UCF2019,1,0,0,0,0,0,1.755078699,1.311466919,0.345212199,0.227678503,0.121323964,0.035446719,1.01198223,0.662624576,0.343022442,0.192941517,0.121323964,0.035446719
UCLA2011,1,0,0,0,0,0,2.359109338,1.524690556,0.921223919,0.549062125,0.231832766,0.142679762,1.537341544,1.036851742,0.653037084,0.303390593,0.144409871,0.064817981
UCLA2013,0,0,0,0,0,0,1.35017515,1.326116806,0.734238392,0.344981231,0.17112625,0.112301467,1.095456725,0.829291193,0.436207722,0.180070031,0.098030223,0.069900202
UCLA2014,1,1,0,0,0,0,1.526694262,1.308893846,0.572263532,0.314138905,0.175794669,0.084812341,1.205110684,0.93834775,0.426982322,0.195266597,0.102555622,0.072736577
UCLA2015,1,1,0,0,0,0,2.388397597,1.508346832,0.734309486,0.524443297,0.254055646,0.162533989,1.416651851,0.89011831,0.543729542,0.233255508,0.10885009,0.067552418
UCLA2017,1,1,0,0,0,0,2.728293178,1.942251221,0.865605684,0.446875869,0.203119358,0.14549324,1.627040447,1.214551855,0.655075219,0.339813176,0.162549158,0.098907303
UCLA2018,0,0,0,0,0,0,1.289263608,0.561708419,0.166672069,0.032716885,0.060673981,0.031578895,0.943870613,0.561708419,0.22698961,0.032716885,0.060673981,0.031578895
UMBC2018,1,0,0,0,0,0,1.066783846,0.165877673,-0.056245645,0.001448016,0.060807161,0.01418326,0.547777969,0.245289458,0.052452176,-0.04055579,0.028515222,0.01418326
UNC Asheville2011,0,0,0,0,0,0,0.964308851,0.467784082,0.134079071,0.035168557,0.152674627,0.219113857,0.659951618,0.383695217,0.134079071,0.035168557,0.0331688,0.042028124
UNC Asheville2012,0,0,0,0,0,0,0.556035659,0.098411788,-0.098354807,-0.068010208,-0.014921586,-0.013330728,0.389903564,0.076888697,-0.001521062,-0.068010208,-0.014921586,-0.013330728
UNC Asheville2016,0,0,0,0,0,0,0.694116089,0.799770598,0.448026564,0.414295847,0.417762572,0.337155763,0.694116089,0.395902741,0.185399519,0.040043707,0.038851814,0.02970026
UNC Greensboro2018,0,0,0,0,0,0,0.851779979,0.696806674,0.261761,0.002165318,0.010487526,0.027589543,0.586060252,0.397246137,0.083254917,0.002165318,0.010487526,0.027589543
UNC Wilmington2016,0,0,0,0,0,0,1.010090489,0.078248984,-0.060815046,0.088595281,0.047566955,0.042823225,0.647884794,0.195786761,3.10E-04,-0.018789023,0.01992135,0.024753093
UNC Wilmington2017,0,0,0,0,0,0,1.080639584,0.797276635,0.598938585,0.259269968,0.124086923,0.040753433,0.628859922,0.397154879,0.205624846,0.120661129,0.077234227,0.009477589
UNLV2010,0,0,0,0,0,0,0.577041666,-0.125665486,-0.272167667,-0.194837882,-0.035864561,0.00363803,0.472991697,-0.050706001,-0.216601057,-0.194837882,0.010013555,0.00363803
UNLV2011,0,0,0,0,0,0,0.914518689,0.318990574,0.040860767,-0.055582349,0.126268866,0.196992322,0.625350791,0.318990574,0.040860767,-0.055582349,0.006763039,0.019906589
UNLV2012,0,0,0,0,0,0,1.661689691,1.291091425,0.584856535,0.26256933,0.091544552,0.114483367,1.143152989,0.782756251,0.37432607,0.155506637,0.096852468,0.06789743
UNLV2013,0,0,0,0,0,0,2.228728646,1.464130847,0.756789553,0.399702762,0.207521795,0.128555451,1.425903642,0.985265655,0.488502722,0.215899276,0.134659657,0.081969513
USC2011,0,0,0,0,0,0,0.779369695,0.257500305,0.081780748,0.111464053,-0.0128468,-5.47E-04,0.482124178,0.256051531,0.072195496,0.00440136,-0.008719187,-0.016807286
USC2016,0,0,0,0,0,0,2.012102959,1.454430076,0.911030429,0.434001651,0.23324868,0.107686756,1.453115815,1.077766167,0.614953577,0.295392811,0.151306346,0.076410913
USC2017,1,0,0,0,0,0,2.149933756,0.981560283,0.53954353,0.303840466,0.203428675,0.104971712,1.309423586,0.840044602,0.433681319,0.165231627,0.081282866,0.073695868
Utah St.2010,0,0,0,0,0,0,0.941742463,0.624937246,0.25095446,0.21610537,0.164900062,0.039239024,0.61731507,0.446040455,0.149469781,0.070229711,0.085755427,0.007963181
Utah St.2011,0,0,0,0,0,0,0.795200667,0.586233826,0.150013033,0.081976195,0.045267889,0.01590779,0.547666561,0.502144961,0.150013033,0.081976195,0.045267889,0.01590779
Utah St.2019,0,0,0,0,0,0,0.894453574,0.602617398,0.08385332,0.077312789,0.079750536,0.013394149,0.604483485,0.405534632,0.08385332,0.035308983,0.047458597,0.013394149
Utah2015,1,1,0,0,0,0,0.498454146,0.544335765,-0.407695276,-0.135482224,-0.03075163,-0.021076945,0.292809761,0.024254864,-0.194294522,-0.135482224,-0.03075163,-0.021076945
Utah2016,1,0,0,0,0,0,1.217953959,1.032033749,0.464378208,0.272093237,0.209903638,0.068071185,0.904255197,0.624670924,0.249386026,0.087445505,0.079166437,0.036795342
UTEP2010,0,0,0,0,0,0,1.330110262,1.075181988,0.476211839,0.179393468,0.123157622,0.095729433,0.895950719,0.717457978,0.337186277,0.144656482,0.088067984,0.032724381
UTSA2011,0,0,0,0,0,0,0.50212708,0.174133036,-0.048536618,-0.016376776,0.023650682,0.004861135,0.211968578,0.086648893,-0.048536618,-0.016376776,0.023650682,0.004861135
Valparaiso2013,0,0,0,0,0,0,0.231309131,0.472239012,-0.004949468,0.306705764,0.21113958,0.254388481,0.231309131,0.159414366,-0.103452509,-0.067674086,-0.010537435,-0.022337004
Valparaiso2015,0,0,0,0,0,0,0.817544883,0.143326778,0.098201918,0.10507195,0.080058491,0.046989079,0.618495763,0.151735093,0.065137624,-0.03704934,0.007715074,-0.001406554
Vanderbilt2010,0,0,0,0,0,0,1.517804662,0.500899928,0.212522934,0.21667747,0.164519166,0.113868036,1.026898063,0.415612917,0.162463496,0.001908862,0.019832331,0.017076769
Vanderbilt2011,0,0,0,0,0,0,1.456104379,1.055828221,0.507255308,0.248584841,0.169927812,0.041115885,1.049691578,0.608340894,0.331240509,0.133071976,0.086043307,0.041115885
Vanderbilt2012,1,0,0,0,0,0,1.578796951,0.995744212,0.408601817,0.218473799,0.103565433,0.070492475,0.830221964,0.580280046,0.252307819,0.076352509,0.031222015,0.022096842
Vanderbilt2016,0,0,0,0,0,0,1.25799559,0.736414222,0.631128478,0.145362683,0.059438473,5.66E-06,1.000138622,0.596193289,0.285622441,0.110625697,0.104136285,0.030331165
Vanderbilt2017,0,0,0,0,0,0,1.324114644,0.537878571,0.356223288,0.152580019,0.09482589,0.066655915,0.868583708,0.471360984,0.242526568,0.045517326,0.054255691,0.020069978
VCU2011,1,1,1,1,0,0,1.685181025,1.33060421,0.611403701,0.143138468,0.030540417,0.052837863,0.922385912,0.669717885,0.353544887,0.143138468,0.030540417,0.052837863
VCU2012,1,0,0,0,0,0,1.431799608,0.802922574,0.475745584,0.301089462,0.095019098,0.138846304,1.068397178,0.587608762,0.377400582,0.113082288,0.048166402,0.065169196
VCU2013,1,0,0,0,0,0,1.249466145,0.842353986,0.336578535,0.172646172,0.06031043,0.061858824,0.938730249,0.589536853,0.249053691,0.046507045,0.037626665,0.04978306
VCU2014,0,0,0,0,0,0,1.526743012,0.964893191,0.474005147,0.218088867,0.049713234,0.035308703,1.039111392,0.772431563,0.369470611,0.148614895,0.059321408,0.065634204
VCU2015,0,0,0,0,0,0,1.495709832,1.137796439,0.475957452,0.211974661,0.036719095,0.122212454,1.162048586,0.681827083,0.319698045,0.093102354,0.036719095,0.079811189
VCU2016,1,0,0,0,0,0,1.524122857,0.803063613,0.36079279,0.195813672,0.014275072,0.011583304,0.949833318,0.61246525,0.203741501,0.091941819,0.060072241,0.053438743
VCU2017,0,0,0,0,0,0,1.327871967,1.244596453,0.776845711,0.296702946,0.175403956,0.056838929,0.784044391,0.696784175,0.360019143,0.192831093,0.093461621,0.025563086
VCU2019,0,0,0,0,0,0,1.204954663,0.563829345,0.177900217,0.097959579,0.061640509,0.037140162,0.904477981,0.457801954,0.17571046,0.063222593,0.061640509,0.037140162
Vermont2010,0,0,0,0,0,0,0.853773388,0.121121426,0.217869708,-0.004649731,0.107844984,-0.041690384,0.443168281,0.236293628,0.035115832,0.004198289,0.025902649,-0.010797669
Vermont2012,0,0,0,0,0,0,1.18970838,0.561680641,0.193582644,0.147296577,0.078710586,0.030916329,0.848812137,0.287557876,0.128778748,0.001420918,0.044263764,0.029965986
Vermont2017,0,0,0,0,0,0,1.445332777,0.732450384,0.187396943,0.082220357,0.079615927,-0.003599464,0.733097344,0.413100957,0.03844643,0.001444478,0.040429234,0.026726037
Vermont2019,0,0,0,0,0,0,0.941282745,0.128297541,-0.011653658,0.04332651,0.103371599,0.008285518,0.647730923,0.169884529,0.085180087,-0.040681102,0.038787721,0.008285518
Villanova2010,1,0,0,0,0,0,1.108798049,0.425766685,0.291504449,0.116624264,0.047710638,0.079506759,0.811552532,0.359249098,0.177807729,0.009561571,0.007140439,0.032920822
Villanova2011,0,0,0,0,0,0,0.996965912,0.278331581,0.02077704,0.022220831,0.00835387,-0.019598022,0.669512135,0.363679926,0.128588982,0.022220831,0.017962044,0.010727479
Villanova2013,0,0,0,0,0,0,0.604611025,0.611083084,-0.024474898,0.029292498,-0.043236259,0.060850706,0.603611981,0.41526013,0.123339105,0.029292498,0.04733967,0.028171155
Villanova2014,1,0,0,0,0,0,1.608115818,0.966253926,0.369601089,0.192452505,0.131933013,0.029825595,1.031373273,0.611036773,0.327409272,0.115711713,0.064551435,0.029825595
Villanova2015,1,0,0,0,0,0,1.283277739,0.661676214,0.457952575,0.075998986,0.088153023,0.007103605,1.002941357,0.635635468,0.300901286,0.084847007,0.041300327,0.03799632
Villanova2016,1,1,1,1,1,1,1.791359847,1.766089077,0.840650228,0.484607858,0.289436281,0.159910744,1.222194939,1.026911864,0.507584139,0.223219334,0.126407141,0.065629848
Villanova2017,1,0,0,0,0,0,1.751079583,1.274323098,0.339363637,0.139047685,0.085239952,0.118492008,0.974774307,0.801988574,0.339363637,0.139047685,0.085239952,0.055486956
Villanova2018,1,1,1,1,1,1,2.590862259,1.993344387,1.063003056,0.490714104,0.185336972,0.130333425,1.521634528,1.255961368,0.636010761,0.348914424,0.144766772,0.083747487
Villanova2019,1,0,0,0,0,0,1.777318166,1.000935664,0.345985258,0.217392947,0.138737302,0.046265285,0.928367177,0.725616068,0.322199136,0.175389141,0.106445363,0.046265285
Virginia Tech2017,0,0,0,0,0,0,0.974310261,0.424332324,0.065392877,-0.019425637,0.043330248,0.004028288,0.67888432,0.424332324,0.065392877,-0.019425637,0.043330248,0.004028288
Virginia Tech2018,0,0,0,0,0,0,1.023670353,0.443835037,0.14233347,0.05715068,0.046955584,0.015366753,0.681784944,0.333066618,0.14233347,0.05715068,0.046955584,0.015366753
Virginia Tech2019,1,1,0,0,0,0,1.001504521,0.815078537,0.304413805,-0.009818656,0.007506195,0.02581589,0.576934423,0.344099855,0.046554991,-0.009818656,0.007506195,0.02581589
Virginia2012,0,0,0,0,0,0,0.904340188,0.53807824,0.276786969,0.041715241,0.084735695,0.01536542,0.639892177,0.448910704,0.195517774,0.041715241,0.049646056,0.01536542
Virginia2014,1,1,0,0,0,0,1.542151174,0.944935243,0.449796699,0.304483262,0.175656555,0.054666781,0.996833705,0.755027601,0.287692037,0.128924404,0.083366919,0.054666781
Virginia2015,1,0,0,0,0,0,0.545220253,0.348461478,0.025366937,0.134637413,0.189118553,0.002404855,0.442169328,0.210401239,-0.03990398,-0.08292525,0.018658862,0.002404855
Virginia2016,1,1,1,0,0,0,1.725587828,1.553671949,1.2681461,0.014132361,0.039202847,0.027330329,0.746448741,0.506336797,0.197842793,0.014132361,0.039202847,0.027330329
Virginia2017,1,0,0,0,0,0,1.470186047,0.522919117,0.169304175,0.034373041,0.045049677,0.067181776,0.937685474,0.522919117,0.169304175,0.034373041,0.045049677,0.067181776
Virginia2018,0,0,0,0,0,0,0.941958645,0.472525522,0.159761785,0.129195616,0.05616101,0.074814542,0.67376479,0.237014238,0.0131529,-0.058811559,0.009308314,0.001137434
Virginia2019,1,1,1,1,1,1,1.092715697,0.992640387,0.767807386,0.291103945,0.266669952,0.303781747,0.927572768,0.61114841,0.249626011,0.103096771,0.054433313,0.053018906
Wake Forest2010,1,0,0,0,0,0,1.695738589,0.951534805,0.358267991,0.344196948,0.166788021,0.145829145,1.097392071,0.650363232,0.274811767,0.095012964,0.053874404,0.050847575
Wake Forest2017,0,0,0,0,0,0,0.825712189,0.751635838,0.349331572,0.230342805,0.118339438,0.049798319,0.563388533,0.376655321,0.134523917,0.091733965,0.071486742,0.018522476
Washington2010,1,1,0,0,0,0,1.782934873,1.097217473,0.466357851,0.196371479,0.099556608,0.076476985,0.961485588,0.469766568,0.23224443,0.05049582,0.020411973,0.045201141
Washington2011,1,0,0,0,0,0,1.67953855,1.180546238,0.648681604,0.238174002,0.127555092,0.095354549,1.032819211,0.772812548,0.348239694,0.130789698,0.066000152,0.046958916
Washington2019,1,0,0,0,0,0,1.174106389,0.73858624,0.284886584,0.129749872,0.070975847,0.023157246,0.786767161,0.641688228,0.227130218,0.095012886,0.070975847,0.023157246
Weber St.2014,0,0,0,0,0,0,0.866164898,0.399609541,0.034349839,0.058217204,0.046631723,0.019773887,0.679057321,0.451762832,0.143295284,0.058217204,0.046631723,0.019773887
Weber St.2016,0,0,0,0,0,0,1.359175611,0.563424233,0.185460551,0.153043497,0.051608314,0.045935061,0.73915595,0.399888212,0.15483572,0.049171644,0.004755618,0.014659218
West Virginia2010,1,1,1,1,0,0,1.859004897,1.2519294,0.645284601,0.396823336,0.122806466,0.085893903,1.032208512,0.714280263,0.350915049,0.18588879,0.080081383,0.038357623
West Virginia2011,1,0,0,0,0,0,1.133483593,0.058910722,-0.049246565,-0.009448927,0.014896657,-0.00308583,0.664178458,0.116245118,0.04758718,-0.009448927,0.014896657,-0.00308583
West Virginia2012,0,0,0,0,0,0,1.155085442,0.575853486,0.160897949,0.070666677,0.048829068,0.022306252,0.712286379,0.429734341,0.169539008,0.070666677,0.013739429,0.022306252
West Virginia2015,1,1,0,0,0,0,1.216580584,0.750802647,0.178006848,0.122965618,0.039390691,0.077913044,0.874685297,0.52439535,0.136839709,0.019093764,0.038416111,0.046637201
West Virginia2016,0,0,0,0,0,0,1.254658147,0.726400413,0.204585346,0.01927599,0.018746668,0.042392621,0.800957331,0.637232878,0.183633692,0.01927599,0.029535146,0.042392621
West Virginia2017,1,1,0,0,0,0,1.803526925,1.705739065,0.484400821,0.243234946,0.066019387,0.148309409,1.008995433,0.700090178,0.271833788,0.074964304,0.066019387,0.06350688
West Virginia2018,1,1,0,0,0,0,1.465650821,1.145595884,0.624673055,0.306431055,0.219689416,0.101479052,1.036758605,0.738233059,0.349363332,0.121783323,0.088952215,0.070203209
Western Kentucky2012,0,0,0,0,0,0,1.10917368,0.766351108,0.03655387,0.167605195,0.125585592,0.060417364,0.825790491,0.428405967,0.158530631,0.021729536,0.046440957,0.029141521
Western Kentucky2013,0,0,0,0,0,0,0.766902203,0.744998204,0.14923462,0.250083704,0.15974929,0.086650339,0.60076023,0.311949885,0.00956444,-0.021931082,0.048312716,0.012973231
Western Michigan2014,0,0,0,0,0,0,0.45819118,0.019182296,-0.040888214,-0.045115752,-0.010609421,0.003836056,0.45819118,0.187285111,0.055945531,-0.045115752,-0.010609421,0.003836056
Wichita St.2012,0,0,0,0,0,0,0.662377428,0.455720188,0.488912723,0.074088725,0.047153506,0.009897185,0.57931138,0.455720188,0.142848437,0.074088725,0.047153506,0.009897185
Wichita St.2013,1,1,1,1,0,0,1.831518174,1.087562577,0.516485945,0.26807567,0.116804579,0.140661792,1.03289208,0.494013944,0.19881019,0.076556044,0.044461162,0.049864894
Wichita St.2014,1,0,0,0,0,0,1.950905599,0.99800294,0.440982261,0.290264246,0.081163954,0.037086266,1.208588655,0.685459025,0.32126251,0.10613915,0.069178462,0.061821915
Wichita St.2015,1,1,0,0,0,0,0.406101519,0.092349369,-0.190048811,-0.076675678,0.003019253,-8.90E-05,0.220574135,0.167308855,-0.074164661,-0.076675678,0.003019253,-8.90E-05
Wichita St.2016,1,0,0,0,0,0,1.266455571,0.653549344,0.043293131,0.023808906,0.138564591,0.028534358,0.736688467,0.454512322,0.159177282,0.023808906,0.017393362,0.028534358
Wichita St.2017,1,0,0,0,0,0,1.961040131,1.695937782,0.671264844,0.455247253,0.165487818,0.043678101,1.431920382,0.916694465,0.45540086,0.151727214,0.127400482,0.043132275
Wichita St.2018,0,0,0,0,0,0,1.526084047,0.929540848,0.243139528,0.235725443,0.168287974,0.043379987,0.896201367,0.651524596,0.217986466,0.093925764,0.092628136,-0.00320595
Winthrop2010,0,0,0,0,0,0,0.408949025,0.433029178,-0.076916115,-0.004345924,-0.001834358,0.020721325,0.661926052,0.270896103,0.08759594,-0.004345924,-0.001834358,0.020721325
Winthrop2017,0,0,0,0,0,0,0.909679772,0.500637869,0.251153775,0.23031701,0.150345129,0.070988947,0.704760452,0.459963502,0.166900403,0.122932706,0.078001711,0.022593314
Wisconsin2010,1,0,0,0,0,0,0.575269047,-0.241425226,-0.258550418,-0.044108477,-0.062009049,0.004702428,0.445975201,0.121240942,-0.10765478,-0.128243798,-0.017311237,-0.007373336
Wisconsin2011,1,1,0,0,0,0,0.907714004,0.557555053,-0.075792698,-0.043306775,0.117996291,-0.005516195,0.241196162,0.203881492,-0.075792698,-0.043306775,-0.003174938,-0.005516195
Wisconsin2012,1,1,0,0,0,0,1.123857286,0.741688153,0.250080269,0.119217435,0.066823395,0.024048262,0.698242297,0.475497937,0.170727538,0.077213629,0.034531456,0.024048262
Wisconsin2013,0,0,0,0,0,0,1.125066317,0.436007962,0.069235168,0.031882408,0.168437041,0.018191497,0.550245136,0.372750048,0.069235168,-0.010121398,0.014973873,0.018191497
Wisconsin2014,1,1,1,1,0,0,1.783175563,1.473117001,1.059888996,0.614200476,0.253982225,0.107883394,1.032549823,0.686691703,0.353207265,0.158793462,0.075244274,0.061297457
Wisconsin2015,1,1,1,1,1,0,1.601539283,1.612417387,0.842727335,0.543978361,0.447625815,0.027979851,0.953099275,0.638785139,0.327730475,0.167637334,0.118839529,0.027979851
Wisconsin2016,1,1,0,0,0,0,1.446529859,1.150610469,0.598601818,0.030156523,0.136289295,-0.036875565,0.827784644,0.55863083,0.246071925,0.062100518,0.05240479,0.025292993
Wisconsin2017,1,1,0,0,0,0,1.424402644,1.517513722,0.633829896,0.366230671,0.155421508,0.109647041,0.84839231,0.759063109,0.298922834,0.136219691,0.076276873,0.035969933
Wisconsin2019,0,0,0,0,0,0,1.015652733,0.447162468,0.153648251,0.062841012,0.054268149,-0.027991486,0.718989244,0.38523895,0.164626448,0.020837206,0.031584384,0.002334015
Wofford2010,0,0,0,0,0,0,0.220318968,-0.495950333,0.436531934,-0.099627731,-0.098511395,-0.019521779,0.220318968,-0.272818203,-0.233255085,-0.183763052,-0.053813583,-0.031597543
Wofford2011,0,0,0,0,0,0,0.303235705,0.218860665,0.068853112,0.054133136,0.015783401,0.042033838,0.303235705,0.183388048,-0.029649929,-0.030002185,0.015783401,-3.67E-04
Wofford2014,0,0,0,0,0,0,0.293563661,-0.174141636,-0.09049447,-0.109016711,-0.034926238,3.53E-04,0.293563661,-0.174141636,-0.09049447,-0.109016711,-0.034926238,3.53E-04
Wofford2015,0,0,0,0,0,0,0.366588371,0.207545237,0.077472897,-0.037754806,-0.018091567,-0.013113008,0.094066317,-0.060501143,-0.101033186,-0.037754806,-0.018091567,-0.013113008
Wofford2019,1,0,0,0,0,0,0.774167379,0.368639825,-0.175037559,-0.05895712,0.005441464,0.009018275,0.446713602,0.195383424,-0.04060161,-0.05895712,-0.029648174,0.009018275
Wright St.2018,0,0,0,0,0,0,1.011542345,0.61042915,0.279688273,0.157556667,0.135568823,0.061658932,0.846399416,0.356572874,0.122636984,0.011681008,0.056424188,0.030383089
Wyoming2015,0,0,0,0,0,0,0.605381891,0.155893759,0.063573662,-0.014172457,0.047629855,-0.006350144,0.34093388,0.234829039,0.079138211,-0.014172457,0.012540217,-0.006350144
Xavier2010,1,1,0,0,0,0,1.37504525,0.939219165,0.57655838,0.28456281,0.17283594,0.094495898,0.884715609,0.637519766,0.297712835,0.142441519,0.065402884,0.046100265
Xavier2011,0,0,0,0,0,0,1.068786341,0.852033194,0.366894456,0.185876815,0.093688297,0.025891523,0.810929373,0.62131033,0.30913809,0.151139829,0.093688297,0.025891523
Xavier2012,1,1,0,0,0,0,1.054306536,0.552921218,0.025440323,0.050622609,0.035802082,0.005308376,0.609333551,0.39715784,0.083568107,0.015885622,0.035802082,0.005308376
Xavier2014,0,0,0,0,0,0,1.176880456,0.902003168,0.625769561,0.186053899,0.122801086,0.025498876,0.828092972,0.588340694,0.164008017,0.070541034,0.038916581,0.025498876
Xavier2015,1,1,0,0,0,0,1.626286955,0.812820654,0.417068249,0.259321945,0.078470016,0.034381644,1.008003415,0.712724222,0.352264353,0.155450092,0.076315133,0.033431302
Xavier2016,1,0,0,0,0,0,1.361502868,0.986540762,0.500137283,0.249378075,0.1949252,0.02922065,0.968930911,0.794030459,0.388787971,0.172637283,0.092453984,0.02922065
Xavier2017,1,1,1,0,0,0,1.839933214,1.287085501,0.595588351,0.176623113,0.173316552,0.041413324,1.036011726,0.802274659,0.298823836,0.095847234,0.089432048,0.041413324
Xavier2018,1,0,0,0,0,0,2.189433408,0.947754398,0.403394856,0.198898571,0.186652511,0.041224084,1.119557873,0.802194739,0.324213802,0.083385705,0.102768006,0.041224084
Yale2016,1,0,0,0,0,0,0.794204236,0.007883629,-0.144849208,0.032419325,0.067722589,-0.004012599,0.373139529,0.214615757,-0.00603974,0.032419325,0.03263295,-0.004012599
Yale2019,0,0,0,0,0,0,1.274176237,0.627284755,0.175678733,0.071126417,0.041215402,0.036553428,0.725198375,0.516516335,0.175678733,0.071126417,0.041215402,0.036553428
